,num_chunks,times,w1_drop_num,w2_drop_num
0,500,0,520,649
1,500,1,544,687
2,500,2,546,631
3,500,3,576,701
4,500,4,537,706
5,500,5,559,678
6,500,6,515,684
7,500,7,513,657
8,500,8,524,663
9,500,9,505,674
10,500,10,490,625
11,500,11,515,674
12,500,12,518,658
13,500,13,560,707
14,500,14,503,643
15,500,15,563,672
16,500,16,535,647
17,500,17,518,652
18,500,18,521,660
19,500,19,594,704
20,500,20,570,674
21,500,21,564,675
22,500,22,492,663
23,500,23,520,689
24,500,24,530,680
25,500,25,545,714
26,500,26,594,708
27,500,27,523,633
28,500,28,494,620
29,500,29,600,739
30,500,30,516,687
31,500,31,529,670
32,500,32,547,636
33,500,33,523,662
34,500,34,525,692
35,500,35,540,642
36,500,36,541,641
37,500,37,540,644
38,500,38,531,698
39,500,39,523,646
40,500,40,507,643
41,500,41,532,657
42,500,42,538,707
43,500,43,606,710
44,500,44,516,667
45,500,45,494,645
46,500,46,536,658
47,500,47,553,709
48,500,48,519,636
49,500,49,512,643
50,500,50,509,651
51,500,51,529,669
52,500,52,534,676
53,500,53,505,674
54,500,54,503,642
55,500,55,557,659
56,500,56,609,710
57,500,57,549,652
58,500,58,551,696
59,500,59,527,708
60,500,60,474,615
61,500,61,502,647
62,500,62,528,656
63,500,63,508,647
64,500,64,549,718
65,500,65,517,659
66,500,66,469,639
67,500,67,515,642
68,500,68,643,724
69,500,69,486,632
70,500,70,553,704
71,500,71,553,648
72,500,72,508,659
73,500,73,557,661
74,500,74,547,691
75,500,75,576,679
76,500,76,618,705
77,500,77,533,671
78,500,78,461,631
79,500,79,489,673
80,500,80,514,651
81,500,81,509,671
82,500,82,556,712
83,500,83,559,683
84,500,84,557,679
85,500,85,651,760
86,500,86,516,655
87,500,87,514,684
88,500,88,579,708
89,500,89,517,637
90,500,90,532,672
91,500,91,507,646
92,500,92,545,714
93,500,93,528,656
94,500,94,542,690
95,500,95,566,702
96,500,96,522,634
97,500,97,482,652
98,500,98,532,681
99,500,99,494,628
